"2017-11-30 23:09:11.325591" 
"StockName","LastTrade","LastHi","Hi52","LastLo","Lo52","EPS","PE","DivYield","LastDiv","NetProfitMargin","OperatingMargin","EBITDMargin","ReturnOnAverageAssets","ReturnOnAverageEquity","ExchangeCode","Exchange" 
"Porwal Auto Components Ltd","61.00","61.00","72.00","57.20","30.00","1.35","45.30","0.82","0.50","2.27%","5.85%","10.39%","2.94%","3.97%","532933","BSE"
"Power Finance Corporation Limited","121.30","124.45","169.00","120.50","113.10","11.80","10.28","4.95","6.00","8.19%","18.11%","18.24%","0.88%","6.14%","532810","BSE"
"Power Grid Corporation of India Limited","206.00","208.00","226.40","205.40","176.65","6.13","33.60","2.11","3.35","28.71%","58.14%","88.84%","3.94%","15.88%","532898","BSE"
"Powersoft Global Solutions Ltd","1.25","","2.09","","1.18","0.56","2.21","","","8.28%","9.51%","14.69%","","","532736","BSE"
"Prabhav Industries Ltd","1.01","","1.93","","1.01","0.01","142.25","","","2.10%","3.84%","5.08%","0.03%","0.04%","531855","BSE"
"Pradeep Metals Ltd","98.85","99.80","104.90","96.90","43.30","2.55","38.74","0.61","0.60","-2.49%","3.29%","8.53%","-2.03%","1.69%","513532","BSE"
"Pradip Overseas Limited","1.88","2.10","3.43","1.88","1.41","-41.07","","","","-123.83%","-171.56%","-163.80%","-26.86%","","533178","BSE"
"Prag Bosimi Synthetics Ltd","4.85","","6.30","","3.02","-2.81","","","","-759.06%","-623.57%","-217.93%","-6.54%","-17.87%","500192","BSE"
"Praj Industries Ltd","113.00","115.55","124.50","108.50","61.00","2.37","47.67","1.43","1.62","4.67%","4.87%","7.19%","3.81%","6.54%","522205","BSE"
"Prajay Engineers Syndicate Ltd","10.40","11.25","15.67","10.40","7.50","26.72","0.39","","","-34.95%","-15.97%","-7.59%","-1.86%","-3.69%","531746","BSE"
"Prakash Constrowell Ltd","4.29","4.39","5.90","4.15","3.26","","","1.17","0.05","3.18%","4.20%","4.71%","2.90%","6.09%","533605","BSE"
"Prakash Industries Limited","140.50","143.50","152.00","139.50","42.05","11.86","11.85","","","3.35%","6.59%","10.86%","2.36%","3.72%","506022","BSE"
"Prakash Steelage Limited","0.34","","1.99","","0.31","1.22","0.28","","","-104.31%","-109.39%","-31.48%","-36.54%","-434.95%","533239","BSE"
"Pranavaditya Spinning Mills Ltd","20.85","20.85","37.05","18.30","18.10","-0.68","","","","-0.98%","-2.06%","-0.06%","-1.22%","-1.64%","531172","BSE"
"Pratibha Industries Limited","8.00","8.05","16.00","7.70","5.46","-89.63","","","","-49.62%","-20.41%","-17.13%","-12.93%","-184.70%","532718","BSE"
"Pratiksha Chemicals Ltd","5.41","5.41","6.78","5.41","3.61","0.12","46.95","","","0.52%","0.08%","2.33%","0.88%","2.47%","531257","BSE"
"PPAP Automotive Ltd","512.60","546.90","546.90","502.95","149.60","10.02","51.17","0.73","2.00","7.16%","11.61%","18.82%","7.70%","12.05%","532934","BSE"
"Precision Electronics Ltd","39.00","","50.00","","21.85","0.90","43.14","","","0.25%","6.67%","11.66%","0.13%","0.21%","517258","BSE"
"Precision Wires India Ltd.","223.95","230.80","241.05","223.40","107.50","7.36","30.41","1.45","2.25","2.49%","4.42%","6.02%","5.79%","10.97%","523539","BSE"
"PAE Ltd","7.92","7.92","18.90","7.25","7.25","4.59","1.72","","","163.15%","90.47%","-879.73%","4.73%","","517230","BSE"
"Premier Energy and Infrastructure Ltd","4.60","","6.35","","4.41","2.36","1.95","","","-738.62%","-536.77%","-88.97%","-6.90%","-8.79%","533100","BSE"
"Premier Explosives Limited","409.00","415.00","539.35","395.10","325.90","6.38","64.12","0.73","3.00","6.34%","10.87%","12.17%","8.56%","14.66%","526247","BSE"
"Premier Limited","30.95","31.45","42.40","30.70","28.00","-8.29","","","","-295.20%","-108.50%","-75.30%","-11.14%","-29.63%","500540","BSE"
"Premier Polyfilm Ltd(NDA)","38.50","38.50","64.70","38.50","25.65","1.73","22.28","1.30","0.50","3.17%","5.78%","7.70%","4.90%","10.88%","514354","BSE"
"Prerna Infrabuild Ltd","30.65","30.95","63.90","30.65","16.55","4.28","7.16","","","4.48%","5.19%","5.50%","2.33%","3.67%","531802","BSE"
"Presha Metallurgical Ltd","38.95","","72.00","","0.00","-0.01","","","","","","","-0.05%","-0.05%","513613","BSE"
"Prestige Estates Projects Limited","330.05","340.00","345.20","309.55","144.50","8.73","37.81","0.36","1.20","7.82%","15.84%","19.26%","2.23%","6.15%","533274","BSE"
"Priyadarsini Ltd","5.23","","8.69","","0.00","-10.27","","","","-42.35%","-43.12%","-13.71%","-17.91%","","503873","BSE"
"Prima Plastics Ltd","235.00","242.00","315.00","228.60","185.00","","","0.85","2.00","8.38%","13.45%","15.93%","11.59%","15.42%","530589","BSE"
"Prime Focus Limited","99.00","101.90","124.35","99.00","63.45","3.22","30.73","","","6.49%","13.63%","20.96%","4.13%","26.42%","532748","BSE"
"Prime Property Development Corp. Ltd.","35.00","36.45","43.95","33.50","23.40","1.86","18.86","2.86","1.00","51.45%","54.85%","55.20%","24.75%","28.83%","530695","BSE"
"Prime Securities Ltd.","49.65","50.25","57.50","48.50","23.80","11.00","4.51","","","79.13%","98.76%","79.48%","11.85%","","500337","BSE"
"Prime Urban Development India Ltd","21.75","22.25","47.40","20.50","19.70","3.91","5.56","1.84","0.40","17.06%","20.89%","21.53%","12.55%","24.57%","521149","BSE"
"Prism Cement Ltd","112.60","116.95","129.80","112.60","72.00","8.01","14.05","","","0.26%","2.94%","6.40%","0.29%","-0.18%","500338","BSE"
"Prism Informatics Limited","6.65","","7.35","","6.32","-4.64","","","","-33.80%","-43.27%","-35.19%","-23.72%","","505530","BSE"
"Prism Medico and Pharmacy Ltd","32.40","32.45","55.90","32.35","27.50","2.34","13.85","","","16.79%","18.05%","20.51%","4.26%","5.57%","512217","BSE"
"Prithvi Information Solutions Ltd.","1.28","","5.32","","0.80","6.85","0.19","","","1.11%","0.17%","0.69%","0.93%","3.97%","532675","BSE"
"PMC Fincorp Ltd","0.43","0.43","0.58","0.42","0.32","0.02","24.74","","","9.81%","14.77%","15.79%","0.61%","1.24%","534060","BSE"
"Proto Developers And Technologies Ltd","0.18","","0.37","","0.17","0.00","","","","-0.02%","0.18%","0.18%","-0.04%","-0.04%","530069","BSE"
"Procter & Gamble Hygiene & Health Care","9,422.00","9,422.00","9,422.00","9,305.00","6,525.00","136.73","68.91","0.29","27.00","17.89%","25.35%","27.82%","26.02%","39.74%","500459","BSE"
"Provogue (India) Limited","6.71","6.87","7.44","6.70","3.80","","","","","-73.64%","-59.94%","-57.85%","-32.54%","-77.25%","532647","BSE"
"Aadhaar Ventures India Ltd","0.61","","13.00","","0.60","-0.01","","","","-1.35%","-0.88%","-0.85%","-0.02%","-0.03%","531611","BSE"
"PSL Limited","3.60","3.70","8.00","3.57","2.73","9.91","0.36","","","-689.36%","-676.97%","-400.27%","-27.25%","","526801","BSE"
"PTC India Ltd","116.25","117.85","130.20","115.85","69.90","","","2.58","3.00","3.30%","8.94%","9.08%","3.08%","13.66%","532524","BSE"
"PTC India Financial Services Ltd","37.05","37.35","50.70","36.80","36.05","4.72","7.85","4.05","1.50","25.57%","40.12%","40.37%","3.53%","16.60%","533344","BSE"
"PTL Enterprises Ltd","56.45","56.45","177.25","53.35","38.20","","","2.21","1.25","61.24%","88.94%","90.70%","4.33%","5.00%","509220","BSE"
"Pudumjee Pulp And Paper Mills Ltd","24.55","25.00","28.50","24.55","17.00","","","0.81","0.20","27.65%","13.52%","21.94%","5.56%","7.67%","500343","BSE"
"Punjab Alkalies & Chemicals Ltd","30.00","31.20","35.20","29.75","12.10","-5.62","","","","-10.32%","-10.02%","-7.11%","-14.50%","-60.57%","506852","BSE"
"Punjab Chemicals & Crop Protection Ltd","425.00","431.45","443.85","415.55","182.90","","","","","-2.99%","1.59%","4.65%","-3.54%","-30.48%","506618","BSE"
"Punjab Communications Ltd","40.20","40.20","61.30","38.50","34.30","-1.90","","","","-20.15%","-52.38%","-50.50%","-4.61%","-6.97%","500346","BSE"
"Punjab Woolcombers Ltd","1.55","","2.92","","1.34","0.20","7.94","","","3.88%","3.90%","4.42%","","","509839","BSE"
"Rishiroop Ltd","132.90","139.50","146.35","130.00","33.25","","","0.75","1.00","","","","","","526492","BSE"
"Punj Lloyd Limited","21.85","22.10","25.85","21.30","17.70","-16.51","","","","-17.77%","6.00%","-9.45%","-6.92%","","532693","BSE"
"Punjab National Bank","176.15","180.95","231.60","175.35","112.00","","","","","3.68%","6.29%","20.81%","0.12%","2.79%","532461","BSE"
"Punjab and Sind Bank","49.50","49.50","72.30","48.50","44.45","3.12","15.86","3.33","1.65","7.35%","9.15%","17.72%","0.20%","3.32%","533295","BSE"
"Puravankara Ltd","138.30","147.00","158.05","136.95","40.50","4.94","27.97","1.63","2.25","8.83%","27.48%","28.65%","2.12%","5.54%","532891","BSE"
"PVP Ventures Limited","5.59","5.79","7.86","5.33","4.50","","","","","5.28%","28.62%","28.68%","1.03%","5.75%","517556","BSE"
"PVR Limited","1,313.75","1,328.80","1,659.70","1,292.25","1,011.05","19.87","66.13","0.15","2.00","4.52%","8.38%","15.10%","4.65%","10.38%","532689","BSE"
"Quadrant Televentures Ltd","1.95","1.96","4.25","1.90","1.80","","","","","-28.81%","-21.08%","8.18%","-27.07%","","511116","BSE"
"Quintegra Solutions Ltd","1.76","1.94","2.95","1.76","0.53","2.71","0.65","","","","","","205.00%","","532866","BSE"
"R R Financial Consultants Ltd","19.00","","19.70","","10.10","-0.27","","","","-0.49%","-4.86%","-2.85%","-0.10%","-0.17%","511626","BSE"
"R S Software (India) Ltd","78.85","82.85","127.50","76.85","59.10","-8.07","","1.27","1.00","-21.67%","-50.77%","-45.54%","-6.79%","-7.24%","517447","BSE"
"R T Exports Ltd","9.03","","11.20","","6.94","-0.20","","","","5.66%","-55.54%","-42.93%","0.18%","0.24%","512565","BSE"
"Radaan Mediaworks India Ltd","1.79","1.79","1.79","1.75","1.05","0.15","11.97","","","2.58%","6.03%","17.22%","2.14%","3.96%","590070","BSE"
"Radha Madhav Corporation Limited","26.90","26.90","41.10","24.65","16.20","0.18","145.51","","","-2.40%","-2.78%","-1.64%","-2.90%","","532692","BSE"
"Radhe Developers (India) Ltd","16.00","16.60","59.40","15.25","13.40","-0.72","","","","5.07%","-12.24%","-4.33%","0.43%","0.82%","531273","BSE"
"Radico Khaitan Limited","283.50","287.00","309.60","274.10","105.95","6.01","47.20","0.28","0.80","1.66%","3.52%","4.38%","3.54%","7.99%","532497","BSE"
"Raghuvir Synthetics Ltd","128.25","128.25","138.00","128.25","28.45","1.73","74.29","","","1.52%","1.20%","5.86%","2.18%","3.91%","514316","BSE"
"Rainbow Foundations Limited","23.55","23.55","28.20","23.55","10.47","4.32","5.45","","","3.44%","24.73%","24.89%","0.97%","12.22%","531694","BSE"
"Rainbow Papers Ltd","2.70","2.83","6.20","2.58","2.58","-48.92","","","","-328.18%","-316.02%","-51.73%","-11.29%","-181.05%","523523","BSE"
"Rain Industries Ltd","354.55","357.20","402.00","333.00","49.10","16.17","21.92","0.28","1.00","3.12%","10.38%","16.12%","2.23%","9.54%","500339","BSE"
"Rajratan Global Wire Ltd","639.95","640.00","724.75","632.00","467.00","40.77","15.70","0.23","1.50","7.31%","11.60%","14.19%","9.76%","27.22%","517522","BSE"
"Raj Oil Mills Limited","1.44","","2.68","","1.15","-1.99","","","","-26.93%","-33.68%","-5.24%","-10.45%","","533093","BSE"
"Raj Television Network Limited","60.00","64.00","75.95","59.35","51.50","-2.41","","0.42","0.25","-14.38%","-8.75%","1.86%","-4.45%","-6.14%","532826","BSE"
"Rajapalayam Mills Ltd.","1,150.00","1,150.00","1,250.00","1,145.00","510.15","197.28","5.83","0.35","4.00","8.68%","13.26%","18.45%","2.00%","10.26%","532503","BSE"
"Rajeswari Infrastructure Ltd","6.00","","6.01","","3.05","-1.70","","","","-111.17%","-107.82%","-56.82%","-2.95%","-319.73%","526823","BSE"
"Rajesh Exports Ltd.","766.05","774.20","858.15","763.50","435.15","42.72","17.93","0.14","1.10","0.51%","0.70%","0.72%","5.53%","23.35%","531500","BSE"
"Rajkumar Forge limited","52.50","55.00","75.55","52.50","41.00","-1.77","","","","-70.01%","-55.36%","-33.26%","-13.67%","-19.75%","513369","BSE"
"Rajoo Engineers Ltd","37.00","37.85","40.50","36.50","15.00","1.20","30.95","0.68","0.25","5.80%","8.76%","10.89%","7.68%","17.93%","522257","BSE"
"Raj Rayon Industries Ltd","0.29","","0.39","","0.19","-1.85","","","","-24.17%","-24.21%","-6.82%","-17.04%","","530699","BSE"
"Rajshree Sugars & Chemicals Limited","58.05","59.55","77.80","57.45","49.00","","","","","3.90%","15.76%","19.46%","2.98%","168.46%","500354","BSE"
"Rallis India Limited","244.75","248.90","264.60","242.30","188.45","9.22","26.54","2.04","2.50","16.66%","21.31%","15.08%","18.44%","29.75%","500355","BSE"
"Raminfo Ltd","37.50","40.95","63.95","36.00","26.35","1.85","20.25","","","5.70%","6.22%","9.22%","5.72%","13.08%","530951","BSE"
"Gemmia Oiltech (India) Ltd","0.19","","0.58","","0.19","0.51","0.37","","","7.85%","9.17%","9.85%","5.02%","4.52%","511652","BSE"
"Ram Ratna Wires Limited","175.40","181.90","197.00","173.10","63.05","4.37","40.13","0.43","1.25","2.71%","5.31%","6.37%","8.46%","25.90%","522281","BSE"
"Shree Rama Newsprint Ltd","25.90","26.80","41.75","25.50","18.05","-1.32","","","","-2.27%","-1.77%","4.01%","-1.12%","-2.06%","500356","BSE"
"Rama Paper Mills Ltd","11.95","11.95","11.95","11.30","3.24","-23.91","","","","-22.11%","-12.47%","-9.22%","-18.67%","","500357","BSE"
"Rama Phosphates Ltd","105.00","105.25","138.00","103.00","56.25","4.77","21.99","0.95","1.00","2.27%","5.35%","6.26%","2.88%","6.80%","524037","BSE"
"Rama Pulp And Papers Ltd","38.00","38.10","43.00","37.05","15.30","2.80","13.56","","","2.10%","3.80%","4.94%","3.70%","5.18%","502587","BSE"
"Ramco Systems Ltd","433.10","443.45","467.95","423.70","286.00","4.78","90.60","","","2.42%","-8.77%","1.86%","1.62%","2.02%","532370","BSE"
"Ramco Industries Ltd.","279.50","283.30","317.00","278.50","182.80","25.40","11.00","0.18","0.50","5.80%","9.71%","12.47%","1.75%","7.82%","532369","BSE"
"Ramky Infrastructure Limited","211.65","217.60","217.60","202.25","55.60","-84.44","","","","0.92%","3.40%","6.85%","0.29%","-1.71%","533262","BSE"
"Ramsarup Industries Ltd.","1.93","1.93","3.19","1.80","1.31","-60.17","","","","-2232.63%","-2105.21%","-354.31%","-2.53%","","532690","BSE"
"Rana Sugars Ltd.","7.24","7.33","15.37","7.18","7.00","-1.67","","","","-2.37%","4.55%","7.12%","-1.88%","-14.04%","507490","BSE"
"Ranbaxy Laboratories Limited","859.90","","869.00","","371.00","-19.13","","","","","","","","","500359","BSE"
"Rane Brake Linings Ltd","1,209.10","1,275.00","1,447.00","1,202.00","881.20","39.86","30.34","0.74","9.00","7.12%","7.93%","14.94%","12.98%","22.78%","532987","BSE"
"Rane Engine Valve Ltd","673.00","674.15","742.90","657.75","535.00","-10.91","","0.37","2.50","15.84%","23.61%","6.38%","18.61%","43.39%","532988","BSE"
"Rane Holdings Ltd","1,777.10","1,824.00","2,038.00","1,755.20","720.95","108.68","16.35","0.48","5.00","6.15%","5.54%","10.68%","9.09%","20.84%","505800","BSE"
"Rane (Madras) Limited","679.65","691.00","714.00","663.00","385.00","","","0.88","4.00","0.41%","3.07%","7.93%","0.67%","3.24%","532661","BSE"
"Ranklin Solutions Limited","1.63","","3.34","","1.63","-1.26","","","","-92.90%","-92.90%","5.51%","-4.63%","-6.36%","590077","BSE"
"Rap Media Ltd.","8.55","8.55","12.80","8.50","6.16","-2.60","","","","-844.56%","-850.70%","-692.57%","-7.52%","-16.24%","531583","BSE"
"Rapicut Carbides Ltd","72.80","73.75","96.40","69.50","56.00","5.34","13.64","2.06","1.50","7.06%","10.77%","12.36%","10.87%","14.16%","500360","BSE"
"Rasandik Engineering Industres India Ltd","144.00","159.45","184.90","144.00","56.30","3.70","38.90","","","1.37%","5.24%","11.21%","1.23%","10.61%","522207","BSE"
"Rashtriya Chemicals & Fertilizers Ltd","91.85","94.25","106.45","91.50","44.55","3.82","24.06","1.20","1.10","2.48%","4.04%","6.00%","2.53%","6.24%","524230","BSE"
"Rasoya Proteins Ltd","0.16","","0.22","","0.12","-0.31","","","","-275.66%","-305.75%","-10.06%","-16.23%","-286.24%","531522","BSE"
"Rathi Bars Limited","19.65","20.25","24.00","19.50","9.00","0.92","21.25","","","0.52%","1.43%","3.62%","0.81%","1.28%","532918","BSE"
"Rathi Steel And Power Ltd","2.35","2.56","4.56","2.33","2.33","-17.32","","","","-16.58%","-13.18%","-7.05%","-11.61%","","504903","BSE"
"Ratnamani Metals and Tubes Limited","970.10","982.75","1,026.20","970.10","551.25","37.10","26.15","0.57","5.50","9.76%","13.37%","17.41%","10.54%","12.90%","520111","BSE"
"RACL Geartech Ltd","69.35","72.00","78.90","65.00","28.90","4.88","14.21","","","3.85%","8.85%","12.29%","3.96%","8.88%","520073","BSE"
"Ravalgaon Sugar Farm Ltd","3,373.00","3,373.00","5,299.00","3,373.00","3,150.00","-889.82","","","","-58.94%","-45.24%","-30.93%","-25.10%","","507300","BSE"
"Ravikumar Distilleries Limited","13.55","13.55","15.12","12.35","7.15","-1.07","","","","-4.88%","-1.37%","-0.92%","-2.31%","-4.52%","533294","BSE"
"Nyssa Corporation Ltd","1.99","1.99","10.15","1.99","0.99","-0.19","","","","23.12%","13.30%","13.31%","2.18%","2.91%","504378","BSE"
"Raymond Limited (Parent)","966.45","984.75","1,004.45","961.30","457.50","11.37","84.98","0.13","1.25","0.56%","2.59%","5.68%","0.59%","1.53%","500330","BSE"
"Reliance Broadcast Network Limited","69.05","","70.40","","23.30","-9.91","","","","-47.38%","-12.64%","0.50%","-15.36%","","533143","BSE"
"RCL Foods Ltd","14.25","","15.75","","11.59","-0.29","","","","-12.08%","-33.03%","-11.80%","-3.19%","-6.37%","530923","BSE"
"RDB Rasayans Limited","52.00","52.95","67.70","51.30","30.20","3.68","14.11","","","8.04%","4.97%","6.19%","6.77%","8.52%","533608","BSE"
"RDB Realty & Infrastructure Ltd","55.35","56.40","64.00","52.20","28.05","3.63","15.25","","","15.97%","33.63%","35.31%","1.16%","4.96%","533285","BSE"
"Kridhan Infra Ltd","99.95","101.50","109.60","97.95","47.50","13.30","7.51","0.20","0.20","24.76%","24.28%","32.25%","24.54%","43.09%","533482","BSE"
"Real Strips Ltd","12.30","","13.49","","7.29","-87.95","","","","-29.09%","-22.29%","-18.55%","-20.37%","","513558","BSE"
"Rural Electrification Corporation Ltd.","154.25","158.40","223.80","153.15","114.85","7.42","20.78","6.26","2.65","26.37%","34.38%","34.55%","3.03%","20.18%","532955","BSE"
"Redington (India) Ltd","191.05","193.50","210.05","189.20","90.40","12.04","15.86","1.20","2.30","1.16%","1.96%","2.09%","4.63%","15.23%","532805","BSE"
"Refex Industries Ltd","25.55","27.10","30.90","25.10","12.51","0.32","80.63","","","1.21%","3.62%","5.71%","0.51%","4.59%","532884","BSE"
"REI Agro Limited","0.24","","0.63","","0.22","-6.46","","","","-206.24%","-182.48%","-143.16%","-30.29%","","532106","BSE"
"REI Six Ten Retail Ltd","0.35","","0.84","","0.35","-3.89","","","","","","","-119.92%","-867.35%","533065","BSE"
"Reliance Communications Ltd","12.60","12.80","41.00","12.15","9.60","-22.03","","","","-6.60%","4.22%","34.45%","-1.27%","-4.66%","532712","BSE"
"Reliance Industrial Infrastructure Ltd","539.60","550.00","601.95","535.25","365.90","10.94","49.30","0.65","3.50","18.26%","4.99%","20.47%","4.44%","5.07%","523445","BSE"
"Reliance Infrastructure Ltd","440.45","457.85","630.00","437.35","390.60","51.12","8.62","2.04","9.00","4.41%","17.46%","23.96%","1.09%","6.35%","500390","BSE"
"Reliance Capital Limited","433.40","442.50","877.80","432.25","400.20","48.09","9.01","2.42","10.50","7.12%","8.03%","7.91%","1.66%","7.37%","500111","BSE"
"Reliance Chemotex Industries Ltd","87.95","88.00","117.70","85.10","57.00","15.59","5.64","1.14","1.00","2.35%","1.40%","3.75%","3.41%","11.09%","503162","BSE"
